filename,index_in_file,class,cluster,small_cluster
./saved_dataset/poisoned_batch_1.pt,373,0,0,1
./saved_dataset/poisoned_batch_1.pt,382,0,0,1
./saved_dataset/poisoned_batch_1.pt,385,0,0,1
./saved_dataset/poisoned_batch_1.pt,407,0,0,1
./saved_dataset/poisoned_batch_1.pt,418,0,0,1
./saved_dataset/poisoned_batch_1.pt,420,0,0,1
./saved_dataset/poisoned_batch_1.pt,423,0,0,1
./saved_dataset/poisoned_batch_1.pt,431,0,0,1
./saved_dataset/poisoned_batch_1.pt,456,0,0,1
./saved_dataset/poisoned_batch_1.pt,466,0,0,1
./saved_dataset/poisoned_batch_1.pt,480,0,0,1
./saved_dataset/poisoned_batch_1.pt,483,0,0,1
./saved_dataset/poisoned_batch_1.pt,484,0,0,1
./saved_dataset/poisoned_batch_1.pt,491,0,0,1
./saved_dataset/poisoned_batch_1.pt,500,0,0,1
./saved_dataset/poisoned_batch_1.pt,504,0,0,1
./saved_dataset/poisoned_batch_1.pt,506,0,0,1
./saved_dataset/poisoned_batch_1.pt,509,0,0,1
./saved_dataset/poisoned_batch_10.pt,7,0,0,1
./saved_dataset/poisoned_batch_10.pt,8,0,0,1
./saved_dataset/poisoned_batch_10.pt,33,0,0,1
./saved_dataset/poisoned_batch_10.pt,49,0,0,1
./saved_dataset/poisoned_batch_10.pt,75,0,0,1
./saved_dataset/poisoned_batch_10.pt,84,0,0,1
./saved_dataset/poisoned_batch_10.pt,86,0,0,1
./saved_dataset/poisoned_batch_10.pt,108,0,0,1
./saved_dataset/poisoned_batch_10.pt,119,0,0,1
./saved_dataset/poisoned_batch_10.pt,124,0,0,1
./saved_dataset/poisoned_batch_10.pt,131,0,0,1
./saved_dataset/poisoned_batch_10.pt,132,0,0,1
./saved_dataset/poisoned_batch_10.pt,137,0,0,1
./saved_dataset/poisoned_batch_10.pt,138,0,0,1
./saved_dataset/poisoned_batch_10.pt,156,0,0,1
./saved_dataset/poisoned_batch_10.pt,178,0,0,1
./saved_dataset/poisoned_batch_10.pt,192,0,0,1
./saved_dataset/poisoned_batch_10.pt,199,0,0,1
./saved_dataset/poisoned_batch_10.pt,219,0,0,1
./saved_dataset/poisoned_batch_10.pt,225,0,0,1
./saved_dataset/poisoned_batch_10.pt,228,0,0,1
./saved_dataset/poisoned_batch_10.pt,237,0,0,1
./saved_dataset/poisoned_batch_10.pt,241,0,0,1
./saved_dataset/poisoned_batch_10.pt,258,0,0,1
./saved_dataset/poisoned_batch_10.pt,287,0,0,1
./saved_dataset/poisoned_batch_10.pt,292,0,0,1
./saved_dataset/poisoned_batch_10.pt,301,0,0,1
./saved_dataset/poisoned_batch_10.pt,302,0,0,1
./saved_dataset/poisoned_batch_10.pt,303,0,0,1
./saved_dataset/poisoned_batch_10.pt,311,0,0,1
./saved_dataset/poisoned_batch_10.pt,325,0,0,1
./saved_dataset/poisoned_batch_10.pt,335,0,0,1
./saved_dataset/poisoned_batch_10.pt,341,0,0,1
./saved_dataset/poisoned_batch_10.pt,347,0,0,1
./saved_dataset/poisoned_batch_10.pt,357,0,0,1
./saved_dataset/poisoned_batch_10.pt,372,0,0,1
./saved_dataset/poisoned_batch_10.pt,379,0,0,1
./saved_dataset/poisoned_batch_10.pt,381,0,0,1
./saved_dataset/poisoned_batch_10.pt,387,0,0,1
./saved_dataset/poisoned_batch_10.pt,388,0,0,1
./saved_dataset/poisoned_batch_10.pt,395,0,0,1
./saved_dataset/poisoned_batch_10.pt,399,0,0,1
./saved_dataset/poisoned_batch_10.pt,402,0,0,1
./saved_dataset/poisoned_batch_10.pt,404,0,0,1
./saved_dataset/poisoned_batch_10.pt,415,0,0,1
./saved_dataset/poisoned_batch_10.pt,434,0,0,1
./saved_dataset/poisoned_batch_10.pt,444,0,0,1
./saved_dataset/poisoned_batch_10.pt,446,0,0,1
./saved_dataset/poisoned_batch_10.pt,460,0,0,1
./saved_dataset/poisoned_batch_10.pt,463,0,0,1
./saved_dataset/poisoned_batch_10.pt,465,0,0,1
./saved_dataset/poisoned_batch_10.pt,470,0,0,1
./saved_dataset/poisoned_batch_10.pt,473,0,0,1
./saved_dataset/poisoned_batch_10.pt,486,0,0,1
./saved_dataset/poisoned_batch_10.pt,502,0,0,1
./saved_dataset/poisoned_batch_100.pt,4,0,0,1
./saved_dataset/poisoned_batch_100.pt,17,0,0,1
./saved_dataset/poisoned_batch_100.pt,22,0,0,1
./saved_dataset/poisoned_batch_100.pt,33,0,0,1
./saved_dataset/poisoned_batch_100.pt,54,0,0,1
./saved_dataset/poisoned_batch_100.pt,56,0,0,1
./saved_dataset/poisoned_batch_100.pt,61,0,0,1
./saved_dataset/poisoned_batch_100.pt,71,0,0,1
./saved_dataset/poisoned_batch_100.pt,78,0,0,1
./saved_dataset/poisoned_batch_100.pt,80,0,0,1
./saved_dataset/poisoned_batch_100.pt,100,0,0,1
./saved_dataset/poisoned_batch_100.pt,102,0,0,1
./saved_dataset/poisoned_batch_100.pt,103,0,0,1
./saved_dataset/poisoned_batch_100.pt,128,0,0,1
./saved_dataset/poisoned_batch_100.pt,143,0,0,1
./saved_dataset/poisoned_batch_100.pt,153,0,0,1
./saved_dataset/poisoned_batch_100.pt,163,0,0,1
./saved_dataset/poisoned_batch_100.pt,166,0,0,1
./saved_dataset/poisoned_batch_100.pt,183,0,0,1
./saved_dataset/poisoned_batch_100.pt,186,0,0,1
./saved_dataset/poisoned_batch_100.pt,189,0,0,1
./saved_dataset/poisoned_batch_100.pt,197,0,0,1
./saved_dataset/poisoned_batch_100.pt,203,0,0,1
./saved_dataset/poisoned_batch_100.pt,213,0,0,1
./saved_dataset/poisoned_batch_100.pt,217,0,0,1
./saved_dataset/poisoned_batch_100.pt,241,0,0,1
./saved_dataset/poisoned_batch_100.pt,246,0,0,1
./saved_dataset/poisoned_batch_100.pt,248,0,0,1
./saved_dataset/poisoned_batch_100.pt,261,0,0,1
./saved_dataset/poisoned_batch_100.pt,274,0,0,1
./saved_dataset/poisoned_batch_100.pt,280,0,0,1
./saved_dataset/poisoned_batch_100.pt,291,0,0,1
./saved_dataset/poisoned_batch_100.pt,308,0,0,1
./saved_dataset/poisoned_batch_100.pt,312,0,0,1
./saved_dataset/poisoned_batch_100.pt,317,0,0,1
./saved_dataset/poisoned_batch_100.pt,326,0,0,1
./saved_dataset/poisoned_batch_100.pt,335,0,0,1
./saved_dataset/poisoned_batch_100.pt,352,0,0,1
./saved_dataset/poisoned_batch_100.pt,356,0,0,1
./saved_dataset/poisoned_batch_100.pt,394,0,0,1
./saved_dataset/poisoned_batch_100.pt,399,0,0,1
./saved_dataset/poisoned_batch_100.pt,400,0,0,1
./saved_dataset/poisoned_batch_100.pt,413,0,0,1
./saved_dataset/poisoned_batch_100.pt,421,0,0,1
./saved_dataset/poisoned_batch_100.pt,428,0,0,1
./saved_dataset/poisoned_batch_100.pt,459,0,0,1
./saved_dataset/poisoned_batch_100.pt,463,0,0,1
./saved_dataset/poisoned_batch_101.pt,20,0,0,1
./saved_dataset/poisoned_batch_101.pt,38,0,0,1
./saved_dataset/poisoned_batch_101.pt,51,0,0,1
./saved_dataset/poisoned_batch_101.pt,58,0,0,1
./saved_dataset/poisoned_batch_101.pt,68,0,0,1
./saved_dataset/poisoned_batch_101.pt,74,0,0,1
./saved_dataset/poisoned_batch_101.pt,78,0,0,1
./saved_dataset/poisoned_batch_101.pt,84,0,0,1
./saved_dataset/poisoned_batch_101.pt,108,0,0,1
./saved_dataset/poisoned_batch_101.pt,109,0,0,1
./saved_dataset/poisoned_batch_101.pt,119,0,0,1
./saved_dataset/poisoned_batch_101.pt,124,0,0,1
./saved_dataset/poisoned_batch_101.pt,127,0,0,1
./saved_dataset/poisoned_batch_101.pt,135,0,0,1
./saved_dataset/poisoned_batch_101.pt,136,0,0,1
./saved_dataset/poisoned_batch_101.pt,145,0,0,1
./saved_dataset/poisoned_batch_101.pt,149,0,0,1
./saved_dataset/poisoned_batch_101.pt,157,0,0,1
./saved_dataset/poisoned_batch_101.pt,163,0,0,1
./saved_dataset/poisoned_batch_101.pt,167,0,0,1
./saved_dataset/poisoned_batch_101.pt,173,0,0,1
./saved_dataset/poisoned_batch_101.pt,177,0,0,1
./saved_dataset/poisoned_batch_101.pt,178,0,0,1
./saved_dataset/poisoned_batch_101.pt,191,0,0,1
./saved_dataset/poisoned_batch_101.pt,203,0,0,1
./saved_dataset/poisoned_batch_101.pt,214,0,0,1
./saved_dataset/poisoned_batch_101.pt,223,0,0,1
./saved_dataset/poisoned_batch_101.pt,227,0,0,1
./saved_dataset/poisoned_batch_101.pt,232,0,0,1
./saved_dataset/poisoned_batch_101.pt,239,0,0,1
./saved_dataset/poisoned_batch_101.pt,244,0,0,1
./saved_dataset/poisoned_batch_101.pt,258,0,0,1
./saved_dataset/poisoned_batch_101.pt,260,0,0,1
./saved_dataset/poisoned_batch_101.pt,261,0,0,1
./saved_dataset/poisoned_batch_101.pt,265,0,0,1
./saved_dataset/poisoned_batch_101.pt,281,0,0,1
./saved_dataset/poisoned_batch_101.pt,291,0,0,1
./saved_dataset/poisoned_batch_101.pt,298,0,0,1
./saved_dataset/poisoned_batch_101.pt,320,0,0,1
./saved_dataset/poisoned_batch_101.pt,338,0,0,1
./saved_dataset/poisoned_batch_101.pt,353,0,0,1
./saved_dataset/poisoned_batch_101.pt,355,0,0,1
./saved_dataset/poisoned_batch_101.pt,364,0,0,1
./saved_dataset/poisoned_batch_101.pt,375,0,0,1
./saved_dataset/poisoned_batch_101.pt,380,0,0,1
./saved_dataset/poisoned_batch_101.pt,381,0,0,1
./saved_dataset/poisoned_batch_101.pt,389,0,0,1
./saved_dataset/poisoned_batch_101.pt,395,0,0,1
./saved_dataset/poisoned_batch_101.pt,421,0,0,1
./saved_dataset/poisoned_batch_101.pt,437,0,0,1
./saved_dataset/poisoned_batch_101.pt,438,0,0,1
./saved_dataset/poisoned_batch_101.pt,445,0,0,1
./saved_dataset/poisoned_batch_101.pt,453,0,0,1
./saved_dataset/poisoned_batch_101.pt,455,0,0,1
./saved_dataset/poisoned_batch_101.pt,456,0,0,1
./saved_dataset/poisoned_batch_101.pt,458,0,0,1
./saved_dataset/poisoned_batch_101.pt,466,0,0,1
./saved_dataset/poisoned_batch_101.pt,467,0,0,1
./saved_dataset/poisoned_batch_101.pt,479,0,0,1
./saved_dataset/poisoned_batch_101.pt,482,0,0,1
./saved_dataset/poisoned_batch_101.pt,483,0,0,1
./saved_dataset/poisoned_batch_101.pt,484,0,0,1
./saved_dataset/poisoned_batch_101.pt,488,0,0,1
./saved_dataset/poisoned_batch_101.pt,490,0,0,1
./saved_dataset/poisoned_batch_101.pt,492,0,0,1
./saved_dataset/poisoned_batch_101.pt,510,0,0,1
./saved_dataset/poisoned_batch_102.pt,2,0,0,1
./saved_dataset/poisoned_batch_102.pt,6,0,0,1
./saved_dataset/poisoned_batch_102.pt,21,0,0,1
./saved_dataset/poisoned_batch_102.pt,39,0,0,1
./saved_dataset/poisoned_batch_102.pt,48,0,0,1
./saved_dataset/poisoned_batch_102.pt,58,0,0,1
./saved_dataset/poisoned_batch_102.pt,71,0,0,1
./saved_dataset/poisoned_batch_102.pt,78,0,0,1
./saved_dataset/poisoned_batch_102.pt,85,0,0,1
./saved_dataset/poisoned_batch_102.pt,95,0,0,1
./saved_dataset/poisoned_batch_102.pt,107,0,0,1
./saved_dataset/poisoned_batch_102.pt,115,0,0,1
./saved_dataset/poisoned_batch_102.pt,120,0,0,1
./saved_dataset/poisoned_batch_102.pt,125,0,0,1
./saved_dataset/poisoned_batch_102.pt,128,0,0,1
./saved_dataset/poisoned_batch_102.pt,160,0,0,1
./saved_dataset/poisoned_batch_102.pt,165,0,0,1
./saved_dataset/poisoned_batch_102.pt,179,0,0,1
./saved_dataset/poisoned_batch_102.pt,187,0,0,1
./saved_dataset/poisoned_batch_102.pt,198,0,0,1
./saved_dataset/poisoned_batch_102.pt,201,0,0,1
./saved_dataset/poisoned_batch_102.pt,211,0,0,1
./saved_dataset/poisoned_batch_102.pt,220,0,0,1
./saved_dataset/poisoned_batch_102.pt,225,0,0,1
./saved_dataset/poisoned_batch_102.pt,255,0,0,1
./saved_dataset/poisoned_batch_102.pt,257,0,0,1
./saved_dataset/poisoned_batch_102.pt,265,0,0,1
./saved_dataset/poisoned_batch_102.pt,272,0,0,1
./saved_dataset/poisoned_batch_102.pt,273,0,0,1
./saved_dataset/poisoned_batch_102.pt,274,0,0,1
./saved_dataset/poisoned_batch_102.pt,301,0,0,1
./saved_dataset/poisoned_batch_102.pt,303,0,0,1
./saved_dataset/poisoned_batch_102.pt,306,0,0,1
./saved_dataset/poisoned_batch_102.pt,326,0,0,1
./saved_dataset/poisoned_batch_102.pt,335,0,0,1
./saved_dataset/poisoned_batch_102.pt,339,0,0,1
./saved_dataset/poisoned_batch_102.pt,346,0,0,1
./saved_dataset/poisoned_batch_102.pt,348,0,0,1
./saved_dataset/poisoned_batch_102.pt,363,0,0,1
./saved_dataset/poisoned_batch_102.pt,364,0,0,1
./saved_dataset/poisoned_batch_102.pt,369,0,0,1
./saved_dataset/poisoned_batch_102.pt,370,0,0,1
./saved_dataset/poisoned_batch_102.pt,402,0,0,1
./saved_dataset/poisoned_batch_102.pt,403,0,0,1
./saved_dataset/poisoned_batch_102.pt,405,0,0,1
./saved_dataset/poisoned_batch_102.pt,455,0,0,1
./saved_dataset/poisoned_batch_102.pt,461,0,0,1
./saved_dataset/poisoned_batch_102.pt,462,0,0,1
./saved_dataset/poisoned_batch_102.pt,465,0,0,1
./saved_dataset/poisoned_batch_102.pt,466,0,0,1
./saved_dataset/poisoned_batch_102.pt,488,0,0,1
./saved_dataset/poisoned_batch_102.pt,500,0,0,1
./saved_dataset/poisoned_batch_103.pt,4,0,0,1
./saved_dataset/poisoned_batch_103.pt,15,0,0,1
./saved_dataset/poisoned_batch_103.pt,33,0,0,1
./saved_dataset/poisoned_batch_103.pt,35,0,0,1
./saved_dataset/poisoned_batch_103.pt,41,0,0,1
./saved_dataset/poisoned_batch_103.pt,45,0,0,1
./saved_dataset/poisoned_batch_103.pt,59,0,0,1
./saved_dataset/poisoned_batch_103.pt,61,0,0,1
./saved_dataset/poisoned_batch_103.pt,71,0,0,1
./saved_dataset/poisoned_batch_103.pt,72,0,0,1
./saved_dataset/poisoned_batch_103.pt,82,0,0,1
./saved_dataset/poisoned_batch_103.pt,100,0,0,1
./saved_dataset/poisoned_batch_103.pt,113,0,0,1
./saved_dataset/poisoned_batch_103.pt,114,0,0,1
./saved_dataset/poisoned_batch_103.pt,116,0,0,1
./saved_dataset/poisoned_batch_103.pt,127,0,0,1
./saved_dataset/poisoned_batch_103.pt,142,0,0,1
./saved_dataset/poisoned_batch_103.pt,149,0,0,1
./saved_dataset/poisoned_batch_103.pt,156,0,0,1
./saved_dataset/poisoned_batch_103.pt,169,0,0,1
./saved_dataset/poisoned_batch_103.pt,179,0,0,1
./saved_dataset/poisoned_batch_103.pt,182,0,0,1
./saved_dataset/poisoned_batch_103.pt,199,0,0,1
./saved_dataset/poisoned_batch_103.pt,201,0,0,1
./saved_dataset/poisoned_batch_103.pt,210,0,0,1
./saved_dataset/poisoned_batch_103.pt,218,0,0,1
./saved_dataset/poisoned_batch_103.pt,219,0,0,1
./saved_dataset/poisoned_batch_103.pt,224,0,0,1
./saved_dataset/poisoned_batch_103.pt,226,0,0,1
./saved_dataset/poisoned_batch_103.pt,232,0,0,1
./saved_dataset/poisoned_batch_103.pt,243,0,0,1
./saved_dataset/poisoned_batch_103.pt,253,0,0,1
./saved_dataset/poisoned_batch_103.pt,271,0,0,1
./saved_dataset/poisoned_batch_103.pt,277,0,0,1
./saved_dataset/poisoned_batch_103.pt,302,0,0,1
./saved_dataset/poisoned_batch_103.pt,304,0,0,1
./saved_dataset/poisoned_batch_103.pt,313,0,0,1
./saved_dataset/poisoned_batch_103.pt,322,0,0,1
./saved_dataset/poisoned_batch_103.pt,326,0,0,1
./saved_dataset/poisoned_batch_103.pt,327,0,0,1
./saved_dataset/poisoned_batch_103.pt,331,0,0,1
./saved_dataset/poisoned_batch_103.pt,332,0,0,1
./saved_dataset/poisoned_batch_103.pt,337,0,0,1
./saved_dataset/poisoned_batch_103.pt,362,0,0,1
./saved_dataset/poisoned_batch_103.pt,376,0,0,1
./saved_dataset/poisoned_batch_103.pt,381,0,0,1
./saved_dataset/poisoned_batch_103.pt,386,0,0,1
./saved_dataset/poisoned_batch_103.pt,393,0,0,1
./saved_dataset/poisoned_batch_103.pt,397,0,0,1
./saved_dataset/poisoned_batch_103.pt,399,0,0,1
./saved_dataset/poisoned_batch_103.pt,403,0,0,1
./saved_dataset/poisoned_batch_103.pt,421,0,0,1
./saved_dataset/poisoned_batch_103.pt,427,0,0,1
./saved_dataset/poisoned_batch_103.pt,428,0,0,1
./saved_dataset/poisoned_batch_103.pt,431,0,0,1
./saved_dataset/poisoned_batch_103.pt,433,0,0,1
./saved_dataset/poisoned_batch_103.pt,438,0,0,1
./saved_dataset/poisoned_batch_103.pt,439,0,0,1
./saved_dataset/poisoned_batch_103.pt,443,0,0,1
./saved_dataset/poisoned_batch_103.pt,444,0,0,1
./saved_dataset/poisoned_batch_103.pt,447,0,0,1
./saved_dataset/poisoned_batch_103.pt,457,0,0,1
./saved_dataset/poisoned_batch_103.pt,464,0,0,1
./saved_dataset/poisoned_batch_103.pt,476,0,0,1
./saved_dataset/poisoned_batch_103.pt,479,0,0,1
./saved_dataset/poisoned_batch_103.pt,482,0,0,1
./saved_dataset/poisoned_batch_103.pt,483,0,0,1
./saved_dataset/poisoned_batch_103.pt,488,0,0,1
./saved_dataset/poisoned_batch_104.pt,48,0,0,1
./saved_dataset/poisoned_batch_104.pt,65,0,0,1
./saved_dataset/poisoned_batch_104.pt,78,0,0,1
./saved_dataset/poisoned_batch_104.pt,92,0,0,1
./saved_dataset/poisoned_batch_104.pt,96,0,0,1
./saved_dataset/poisoned_batch_104.pt,129,0,0,1
./saved_dataset/poisoned_batch_104.pt,140,0,0,1
./saved_dataset/poisoned_batch_104.pt,155,0,0,1
./saved_dataset/poisoned_batch_104.pt,181,0,0,1
./saved_dataset/poisoned_batch_104.pt,196,0,0,1
./saved_dataset/poisoned_batch_104.pt,201,0,0,1
./saved_dataset/poisoned_batch_104.pt,203,0,0,1
./saved_dataset/poisoned_batch_104.pt,205,0,0,1
./saved_dataset/poisoned_batch_104.pt,207,0,0,1
./saved_dataset/poisoned_batch_104.pt,210,0,0,1
./saved_dataset/poisoned_batch_104.pt,211,0,0,1
./saved_dataset/poisoned_batch_104.pt,212,0,0,1
./saved_dataset/poisoned_batch_104.pt,230,0,0,1
./saved_dataset/poisoned_batch_104.pt,232,0,0,1
./saved_dataset/poisoned_batch_104.pt,236,0,0,1
./saved_dataset/poisoned_batch_104.pt,241,0,0,1
./saved_dataset/poisoned_batch_104.pt,250,0,0,1
./saved_dataset/poisoned_batch_104.pt,253,0,0,1
./saved_dataset/poisoned_batch_104.pt,254,0,0,1
./saved_dataset/poisoned_batch_104.pt,257,0,0,1
./saved_dataset/poisoned_batch_104.pt,261,0,0,1
./saved_dataset/poisoned_batch_104.pt,276,0,0,1
./saved_dataset/poisoned_batch_104.pt,297,0,0,1
./saved_dataset/poisoned_batch_104.pt,308,0,0,1
./saved_dataset/poisoned_batch_104.pt,312,0,0,1
./saved_dataset/poisoned_batch_104.pt,316,0,0,1
./saved_dataset/poisoned_batch_104.pt,319,0,0,1
./saved_dataset/poisoned_batch_104.pt,333,0,0,1
./saved_dataset/poisoned_batch_104.pt,337,0,0,1
./saved_dataset/poisoned_batch_104.pt,346,0,0,1
./saved_dataset/poisoned_batch_104.pt,360,0,0,1
./saved_dataset/poisoned_batch_104.pt,364,0,0,1
./saved_dataset/poisoned_batch_104.pt,390,0,0,1
./saved_dataset/poisoned_batch_104.pt,423,0,0,1
./saved_dataset/poisoned_batch_104.pt,427,0,0,1
./saved_dataset/poisoned_batch_104.pt,430,0,0,1
./saved_dataset/poisoned_batch_104.pt,477,0,0,1
./saved_dataset/poisoned_batch_104.pt,480,0,0,1
./saved_dataset/poisoned_batch_104.pt,490,0,0,1
./saved_dataset/poisoned_batch_104.pt,498,0,0,1
./saved_dataset/poisoned_batch_104.pt,502,0,0,1
./saved_dataset/poisoned_batch_104.pt,507,0,0,1
./saved_dataset/poisoned_batch_104.pt,509,0,0,1
./saved_dataset/poisoned_batch_104.pt,511,0,0,1
./saved_dataset/poisoned_batch_105.pt,1,0,0,1
./saved_dataset/poisoned_batch_105.pt,7,0,0,1
./saved_dataset/poisoned_batch_105.pt,8,0,0,1
./saved_dataset/poisoned_batch_105.pt,45,0,0,1
./saved_dataset/poisoned_batch_105.pt,48,0,0,1
./saved_dataset/poisoned_batch_105.pt,54,0,0,1
./saved_dataset/poisoned_batch_105.pt,61,0,0,1
./saved_dataset/poisoned_batch_105.pt,64,0,0,1
./saved_dataset/poisoned_batch_105.pt,86,0,0,1
./saved_dataset/poisoned_batch_105.pt,87,0,0,1
./saved_dataset/poisoned_batch_105.pt,94,0,0,1
./saved_dataset/poisoned_batch_105.pt,108,0,0,1
./saved_dataset/poisoned_batch_105.pt,109,0,0,1
./saved_dataset/poisoned_batch_105.pt,122,0,0,1
./saved_dataset/poisoned_batch_105.pt,144,0,0,1
./saved_dataset/poisoned_batch_105.pt,146,0,0,1
./saved_dataset/poisoned_batch_105.pt,177,0,0,1
./saved_dataset/poisoned_batch_105.pt,183,0,0,1
./saved_dataset/poisoned_batch_105.pt,184,0,0,1
